,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,Short Term HRV,Activity,Start Time
0,1.7048507297327165,1.637702764842503,2.049741380288587,0.2804878048780488,89.369918699187,0.0284552845528455,0.5934959349593496,0.2764227642276423,0.1016260162601626,1.840396200859809,0.3766779796530718,2,10:15:00
1,1.2587945643135448,1.4744465193578895,1.593092673174099,0.2317073170731707,86.2439024390244,0.0,0.5121951219512195,0.4268292682926829,0.0609756097560975,1.461730212591954,0.4225011206193299,9,10:35:00
2,1.367584867582675,2.008866253661528,1.6900200457364305,0.2966101694915254,94.26694915254237,0.0338983050847457,0.5042372881355932,0.3940677966101695,0.0677966101694915,1.676651029506582,0.3421407275773592,10,10:40:00
3,1.2273405327719185,1.653123694831604,1.4284051730955016,0.3821138211382114,90.32926829268293,0.0,0.5650406504065041,0.3780487804878049,0.056910569105691,1.3861162520770849,0.4140304616552562,2,11:00:00
4,0.0679744842711657,0.0252903251821252,0.0865193965930156,0.016260162601626,81.6951219512195,0.0121951219512195,0.0447154471544715,0.3211382113821138,0.6219512195121951,0.0694275661107439,0.3774088818300179,2,11:05:00
5,0.1025950290552377,0.0277576739803814,0.0898599138359892,0.0121951219512195,81.17886178861788,0.0,0.048780487804878,0.8943089430894309,0.056910569105691,0.0801260022407803,0.3597517907183176,2,11:10:00
6,0.6352025564345894,0.5668733863993448,0.6696066813540535,0.1056910569105691,79.1219512195122,0.0,0.2479674796747967,0.5772357723577236,0.1747967479674796,0.6260598230620837,0.4530094405957076,2,11:15:00
7,4.026027427081065,3.5768637689682383,1.7331510757526492,1.037037037037037,106.41975308641976,0.0,0.9588477366255144,0.0411522633744856,0.0,2.900137539529794,0.164582524262301,4,13:30:00
8,0.6761561277035526,0.5496019448115519,0.5765732761372394,0.1626016260162601,97.91056910569104,0.0,0.2926829268292683,0.6382113821138211,0.0691056910569105,0.6195395259562346,0.3115358512276073,10,13:35:00
9,3.247830408717113,3.3489249817588083,1.0984408415120357,0.8864628820960698,116.17030567685588,0.0,0.9519650655021834,0.0,0.0480349344978165,2.4180639772328263,0.149106624900436,3,13:40:00
10,1.23501313769847,1.7378512341198684,1.3535487181853616,0.2592592592592592,108.2551440329218,0.0041152263374485,0.4773662551440329,0.2386831275720164,0.279835390946502,1.468754691426267,0.2108348224476033,9,14:25:00
11,2.4745245485298293,2.6234086097458253,2.202068966568182,0.5121951219512195,112.22764227642276,0.048780487804878,0.7357723577235772,0.1341463414634146,0.08130081300813,2.323488565382644,0.1870856765322382,2,14:30:00
12,1.4040876175397905,1.0315066521981475,1.655568731853461,0.2343096234309623,101.07112970711296,0.0167364016736401,0.606694560669456,0.2761506276150627,0.100418410041841,1.4385334810569228,0.2319909122420274,2,14:35:00
13,0.6254919158244229,0.6752311211227596,0.4855441812662094,0.065040650406504,98.0,0.0,0.1422764227642276,0.8373983739837398,0.0203252032520325,0.6130463282000909,0.2279792855763193,2,15:30:00
14,0.5071268689666844,0.7072965018013311,0.8248108241484314,0.0905349794238683,96.15637860082305,0.0,0.2098765432098765,0.7160493827160493,0.074074074074074,0.7178337184550664,0.3813912751473706,2,15:35:00
15,1.8291891497194144,2.822441412805153,1.5733836214405548,0.3048780487804878,96.79268292682929,0.040650406504065,0.6219512195121951,0.2235772357723577,0.1138211382113821,2.092910844914398,0.8400083997820359,2,16:30:00
16,0.9968076347786832,1.4184014580958062,0.8790472041746406,0.2245762711864407,99.08474576271186,0.0,0.4449152542372881,0.461864406779661,0.0932203389830508,1.123017712576066,0.2596807822824146,2,16:35:00
17,1.3624450977829312,1.343060195850751,1.504234914511002,0.2276422764227642,96.95528455284553,0.0,0.4390243902439024,0.4430894308943089,0.1178861788617886,1.429550702650974,0.3891091178471552,10,16:40:00
18,2.6250394779874107,2.8551337843820463,2.537456897762729,0.4512195121951219,95.5650406504065,0.0040650406504065,0.7276422764227642,0.2195121951219512,0.048780487804878,2.73546062227208,0.9394538290843087,10,18:10:00
19,1.7728252140038825,1.8114452427197052,2.1000161647953397,0.3252032520325203,95.82926829268293,0.0,0.6585365853658537,0.1056910569105691,0.2357723577235772,1.9103047804278208,0.472818839508581,10,18:15:00
20,2.1832053302248333,2.851021536384953,2.7594342685583237,0.4227642276422764,97.1260162601626,0.0,0.7317073170731707,0.2154471544715447,0.0528455284552845,2.5447557235593274,1.1445081764920113,5,18:20:00
21,2.223947800610967,3.1164671445973413,2.932807113468652,0.483739837398374,96.34959349593495,0.0,0.8292682926829268,0.1504065040650406,0.0203252032520325,2.684292210859116,0.5798207859193368,5,18:25:00
22,2.344621149951089,2.553354277749381,1.4922943422382453,0.6936170212765957,96.73617021276596,0.0,0.8340425531914893,0.1617021276595744,0.0042553191489361,1.9772093764888008,0.4284295227665734,3,18:45:00
23,2.977649468122307,2.775329317741308,1.918910363336633,0.710204081632653,109.27755102040815,0.0040816326530612,0.8448979591836735,0.073469387755102,0.0775510204081632,2.425931130977216,0.4024256620449719,3,18:50:00
24,0.4994646887750875,0.2594828486166025,0.1997629311298199,0.040650406504065,73.9959349593496,0.5365853658536586,0.1422764227642276,0.3211382113821138,0.0,0.3063910547702326,0.5666797211693381,8,19:00:00
25,0.1163165864391687,0.0847123087401269,0.0469342672637787,0.016260162601626,72.72764227642277,0.7845528455284553,0.0365853658536585,0.1422764227642276,0.0365853658536585,0.079544334056037,0.6149960638364009,8,19:05:00
26,0.0050664211879129,0.0257015499818346,0.0,0.0040650406504065,72.23983739837398,0.0,0.0040650406504065,0.4796747967479675,0.516260162601626,0.0127221768526622,0.6153599544036817,8,19:10:00
